,listing_id,description,host_id,neighbourhood_full,coordinates,room_type,price,number_of_reviews,reviews_per_month,availability_365,rating,number_of_stays,listing_added
4520,14485372,Family Friendly 2 Bedrooms 1 Bath w. washer/dryer,89361094.0,"Manhattan, East Harlem","(40.78672, -73.94869)",Entire place,289$,74,2.09,243,3.6502067760002577,88.8,2018-12-05
4521,29907852,Plantation House,224885898.0,"Brooklyn, Bedford-Stuyvesant","(40.68135, -73.92121999999998)",Entire place,125$,10,1.6,361,3.4320729739396136,12.0,2018-12-26
4522,12191010,Chic Spacious Beachfront House,65482154.0,"Queens, Arverne","(40.58734000000001, -73.79971)",Entire place,299$,4,0.31,318,3.2676188833642,4.8,2018-11-21
4523,31114246,Modern King-Bed Private room and en-suite Bathroom,91015018.0,"Brooklyn, Bedford-Stuyvesant","(40.69038, -73.95953)",Private Room,112$,29,5.09,84,4.304755086610248,34.8,2018-12-17
4524,35145342,"Habitación compartida(Only Women), cerca Manhattan",223087887.0,"Queens, Corona","(40.74255, -73.86659)",Shared room,29$,1,1.0,343,3.6698727093750096,1.2,2018-12-14
4525,8576773,"Modern, Sunny Apt in West Village",6926778.0,"Manhattan, West Village","(40.73932, -74.00381999999998)",Entire place,289$,10,0.22,88,4.165921037529201,12.0,2018-02-25
4526,5925343,The Notorious B.N.B. { The William Henry },1177497.0,"Brooklyn, Clinton Hill","(40.68963, -73.96713000000003)",Private Room,259$,94,1.85,365,3.5727182706906624,112.8,2018-12-21
4527,893413,Architecturally Stunning Former Synagogue!,4751930.0,"Manhattan, East Village","(40.72668, -73.98179)",Entire place,2500$,15,0.26,89,3.2037561127954004,18.0,2018-12-26
4528,2305890,Midwood Aerie - Bright  & Private!,11778114.0,"Brooklyn, Flatbush","(40.63449, -73.95742)",Entire place,140$,141,2.41,307,3.643888314354324,169.2,2018-12-26
4529,2461439,Pristine Lower East Side Sanctuary,12586492.0,"Manhattan, Lower East Side","(40.72007, -73.98946)",Entire place,133$,177,2.82,221,3.921820432190097,212.4,2018-10-28
4530,32523519,The Manhattan View,173009.0,"Staten Island, Stapleton","(40.63285, -74.0778)",Entire place,125$,10,3.19,252,4.340427887935331,12.0,2019-01-01
4531,33038003,HOSTEL MY REFUGE PAISA,248654228.0,"Queens, East Elmhurst","(40.76362, -73.88163)",Private Room,35$,3,0.78,150,4.928853193735737,3.6,2018-12-18
4532,32064173,"Safe, cozy, and clean in the heart of Brooklyn",51709634.0,"Brooklyn, East Flatbush","(40.65441, -73.95024000000002)",Private Room,31$,25,5.0,5,3.0837016128797514,30.0,2018-12-04
4533,1484310,1 bed aprt best location in NewYork,7727015.0,"Manhattan, Lower East Side","(40.7204, -73.99042)",Entire place,120$,9,0.16,0,3.2247088877885512,10.8,2016-03-25
4534,17265284,"Luxury/3 bdrms/2 baths/private parking/1,000 sqft",116396065.0,"Brooklyn, Sheepshead Bay","(40.6027, -73.9486)",Entire place,179$,101,3.53,211,4.740165782513496,121.2,2018-12-31
4535,22761054,Bright spacious Studio overlooking Manhattan,168121995.0,"Manhattan, Midtown","(40.75241, -73.98558)",Entire place,120$,3,0.42,299,4.7427817530053415,3.6,2018-07-28
4536,32634720,Sonder | Stock Exchange | Sharp 2BR + Lounge,219517861.0,"Manhattan, Financial District","(40.70728, -74.01073000000002)",Entire place,432$,3,1.11,323,4.189912124679749,3.6,2018-12-09
4537,4188807,Spacious Bedroom in a Brooklyn House,4152484.0,"Brooklyn, Prospect-Lefferts Gardens","(40.66018, -73.96005)",Private Room,72$,229,3.94,20,3.281561602702009,274.8,2018-12-19
4538,33401610,"Park Slope,  Brooklyn",251638751.0,"Brooklyn, Park Slope","(40.67946, -73.97497)",Entire place,120$,5,2.42,8,3.6796076988867314,6.0,2018-12-16
4539,59709,"Artistic, Cozy, and Spacious w/ Patio! Sleeps 5",186084.0,"Manhattan, Chinatown","(40.71756, -73.99503)",Entire place,250$,18,0.18,265,4.94801904902859,21.6,2018-12-26
4540,35386161,Prime Williamsburg Bedroom For You,9208470.0,"Brooklyn, Williamsburg","(40.71257, -73.96325999999998)",Private Room,66$,4,4.0,36,3.813338415650365,4.8,2018-12-16
4541,285442,Huge room with private balcony,1475866.0,"Manhattan, East Village","(40.73119000000001, -73.98819)",Private Room,300$,1,0.01,0,3.9992605663164813,1.2,2012-10-31
4542,15627978,CENTRAL GORGEOUS STUDIO - HUGE PRIVATE TERRACE,100746171.0,"Manhattan, East Village","(40.72515, -73.9839)",Entire place,129$,76,2.32,74,4.395507947367284,91.2,2018-12-25
4543,13544987,Large Open 1 Bedroom Apartment in Murray Hill,26064594.0,"Manhattan, Murray Hill","(40.74686, -73.97981)",Entire place,200$,1,0.03,0,4.798743608299239,1.2,2016-05-23
4544,23544438,"Nolita One Bedroom, in heart of town very quiet",175900532.0,"Manhattan, Nolita","(40.72434000000001, -73.99531999999998)",Entire place,200$,21,1.46,124,3.244387113586024,25.2,2018-12-27
4545,2255549,New Studio in Heart of Chelsea,735701.0,"Manhattan, Chelsea","(40.7444, -73.9994)",Entire place,221$,252,4.91,256,4.571117251853714,302.4,2018-12-31
4546,22543433,Cozy 4 bedroom duplex in NYC borough of Brooklyn,138770550.0,"Brooklyn, Crown Heights","(40.67191, -73.93411)",Entire place,350$,6,0.43,100,4.915354158145585,7.1999999999999975,2018-04-08
4547,20356865,"Cute, spacious, windowlit room in Williamsburg",75199843.0,"Brooklyn, Williamsburg","(40.71327, -73.94763)",Private Room,60$,3,0.13,90,4.926064467104962,3.6,2018-11-02
4548,17252037,Sunny atelier in bustling East Village,105631352.0,"Manhattan, East Village","(40.72412, -73.97815)",Private Room,74$,29,1.01,0,3.5403001652706783,34.8,2017-10-17
4549,18015606,Hudson River View Near Lincoln Center,96669597.0,"Manhattan, Upper West Side","(40.77858, -73.98706999999997)",Entire place,150$,8,0.31,238,3.624530599454955,9.6,2018-08-19
4550,34978738,Pvt studio with pvt entrance&pvt bathroom near JFK,199578818.0,"Queens, Ozone Park","(40.67565, -73.84676999999998)",Entire place,60$,4,3.43,170,4.386612357007011,4.8,2018-12-25
4551,25168638,Close to Manhattan and 5 minutes to LGA,415605.0,"Queens, East Elmhurst","(40.76161, -73.89026)",Entire place,169$,19,1.4,128,4.62668872196523,22.8,2018-10-06
4552,30978824,bushwick nook,22010249.0,"Brooklyn, Bushwick","(40.69114, -73.91158)",Private Room,70$,15,2.32,137,3.2226272844123294,18.0,2018-12-13
4553,30043083,Home away from home lodging #1  (1 Bed- 1 guest),225790094.0,"Brooklyn, East Flatbush","(40.65129, -73.92696)",Private Room,35$,10,1.32,83,4.614824128245784,12.0,2018-12-27
4554,27933214,Beautiful Studio in Brooklyn,138086216.0,"Brooklyn, Bergen Beach","(40.62299, -73.90501)",Entire place,97$,25,2.68,148,4.049802327031055,30.0,2018-12-25
4555,13192217,Private Sunny Cool Bushwick Bedroom,94946.0,"Brooklyn, Bushwick","(40.69746, -73.92065)",Private Room,101$,28,1.15,13,3.4201469782797282,33.6,2018-12-03
4556,32355657,Amazing Apt in West Village NYC,230191262.0,"Manhattan, West Village","(40.73938, -74.00176)",Entire place,400$,4,0.83,0,4.453170366688736,4.8,2018-12-30
4557,32036822,"XL clean room in Manhattan, 1 block from subway!",36323224.0,"Manhattan, Washington Heights","(40.84669, -73.94028)",Private Room,55$,17,3.31,30,4.960451540163375,20.4,2018-12-28
4558,20459818,Size  and Comfort  Matter!,134428157.0,"Brooklyn, Bedford-Stuyvesant","(40.6938, -73.94836)",Entire place,165$,72,3.16,226,3.935544517725338,86.39999999999998,2018-12-30
4559,30588700,Great unit in prime Williamsburg,92612757.0,"Brooklyn, Williamsburg","(40.71716, -73.95183)",Entire place,200$,1,0.16,219,3.5554367476104645,1.2,2018-06-29
4560,564447,GREAT DEAL IN TIMES SQ./HK,2775674.0,"Manhattan, Hell's Kitchen","(40.75767000000001, -73.99034)",Entire place,190$,195,2.83,69,4.918431447380062,234.0,2018-12-20
4561,3987571,Garden Apartment with Private Entry,20670026.0,"Brooklyn, Bedford-Stuyvesant","(40.68084, -73.94779)",Entire place,115$,259,4.43,285,4.297471519759776,310.8,2018-12-25
4562,21212488,Modern Astoria 1BR w/Private Patio,11951550.0,"Queens, Astoria","(40.77061, -73.92109)",Entire place,86$,3,0.15,0,3.18278366128062,3.6,2017-06-28
4563,26450823,Sonder | Hanover Square | Airy 1BR + Rooftop,12243051.0,"Manhattan, Financial District","(40.70506, -74.0079)",Entire place,185$,1,0.11,220,4.766304134699211,1.2,2018-03-28
4564,16828843,"Large, Sunny Studio in the heart of Chelsea.",31175385.0,"Manhattan, Chelsea","(40.74089, -74.00001999999998)",Entire place,130$,4,0.13,0,3.253023256177172,4.8,2018-06-28
4565,1273533,1 Bedroom avail in BK 3BD w/ porch,2246253.0,"Brooklyn, Bedford-Stuyvesant","(40.69585, -73.9446)",Private Room,75$,2,0.03,0,3.9128736200853997,2.4,2014-02-07
4566,1457505,sunny beautiful studio apartment,7815949.0,"Brooklyn, Crown Heights","(40.67265, -73.9247)",Entire place,85$,67,0.97,8,3.646333460518732,80.39999999999998,2018-05-09
4567,21229168,Artsy Bowery Loft,40818755.0,"Manhattan, NoHo","(40.72535, -73.99341)",Entire place,250$,22,1.04,89,4.784326160999576,26.4,2018-11-22
4568,15715946,Sunny room with private bathroom - 5m to L train,34875504.0,"Brooklyn, Bushwick","(40.68992, -73.90951)",Private Room,63$,20,0.62,0,3.011448180693203,24.0,2018-01-16
4569,1725295,Midtwn E BEST LOCATION Priv Twin Rm 1 Loving Cat,215764.0,"Manhattan, Murray Hill","(40.7474, -73.97847)",Private Room,85$,135,1.93,15,4.722001089643777,162.0,2018-06-08
4570,26896906,"Large, exclusive room with suite-like atmosphere",185914925.0,"Queens, Hollis","(40.71446, -73.75968)",Private Room,75$,21,1.77,65,3.486718659438394,25.2,2018-11-09
4571,17624190,"*SPECIAL*
COZY WATERFRONT APARTMENT 
•SUPERHOST•",100656374.0,"Queens, Ditmars Steinway","(40.78304, -73.91783000000002)",Entire place,110$,68,2.47,299,4.041212769479351,81.6,2018-12-30
4572,15052056,Entire APT in Center of Park Slope Brooklyn,83171661.0,"Brooklyn, South Slope","(40.66752, -73.9849)",Entire place,90$,2,0.06,0,3.3487134666204064,2.4,2017-02-22
4573,34745979,Sun-drenched Brooklyn town home large 3 bedroom,9450360.0,"Brooklyn, Crown Heights","(40.67772, -73.95564)",Entire place,278$,7,4.12,328,4.132627546395769,8.4,2018-12-31
4574,1763209,"10mins to Manhattan, 59th St, 17mins Times Square.",9268156.0,"Queens, Astoria","(40.76451, -73.92942)",Private Room,86$,107,1.58,0,4.442448821513231,128.4,2018-04-28
4575,4518242,Zen MiniPalace Astoria,23424461.0,"Queens, Astoria","(40.76369, -73.91601)",Entire place,80$,3,0.05,0,3.7697347948322624,3.6,2015-06-29
4576,29961517,Central Park is Next Door ;),2653479.0,"Manhattan, Upper West Side","(40.80004, -73.96088)",Private Room,50$,30,4.81,6,3.5131452314101184,36.0,2018-12-26
4577,26148245,NYC!!,196549213.0,"Manhattan, Hell's Kitchen","(40.76718, -73.98574)",Private Room,102$,3,0.34,65,4.5299971880474885,3.6,2018-11-12
4578,31543246,Brownstone Top Floor Sunny & Spacious Apartment,236422290.0,"Manhattan, Harlem","(40.8089, -73.94349)",Entire place,135$,2,0.88,7,3.966225606126885,2.4,2018-12-19
4579,18424903,Luxury Townhouse,2948325.0,"Manhattan, East Harlem","(40.79737, -73.93185)",Entire place,300$,53,2.03,104,3.714275488223368,63.6,2018-12-25
4580,7348008,Sunny Park Slope Bedroom,3369909.0,"Brooklyn, Park Slope","(40.68006, -73.98053)",Private Room,60$,7,0.16,0,3.788859468724016,8.4,2016-04-17
4581,21565540,1 Bedroom in Williamsburg,30284592.0,"Brooklyn, Williamsburg","(40.71078, -73.94666)",Private Room,70$,1,0.05,0,3.4461383617351413,1.2,2017-05-05
4582,10056245,Spacious room in Brooklyn,25866647.0,"Brooklyn, Midwood","(40.62259, -73.96106999999998)",Private Room,35$,175,4.1,49,3.483400304960286,210.0,2018-12-09
4583,21406504,2 bedroom close to the subway and central park.,59346339.0,"Manhattan, East Harlem","(40.78996, -73.94873)",Entire place,127$,3,0.15,0,4.978881814873634,3.6,2017-05-17
4584,31162245,Beautiful Brooklyn Apartment: The Red Room,232578558.0,"Brooklyn, East Flatbush","(40.64227, -73.94702)",Private Room,48$,2,0.36,0,4.181452939650898,2.4,2018-10-17
4585,9275453,"Spacious House, 20 min to Manhattan",48171900.0,"Queens, Ditmars Steinway","(40.77707, -73.91398000000002)",Private Room,80$,2,0.05,0,3.9984364172031928,2.4,2015-06-30
4586,4077428,Amazing park view in the LES!!!,21149119.0,"Manhattan, Chinatown","(40.71585, -73.99014)",Entire place,225$,2,0.03,221,3.7398636230990734,2.4,2015-03-31
4587,24300863,Tranquil Oasis in the Heart of Greenwich Village,5594198.0,"Manhattan, Greenwich Village","(40.73034000000001, -74.00135)",Entire place,250$,29,1.91,44,4.8468589625821705,34.8,2018-12-18
4588,36442,Great location. Spacious on PROSPECT PARK,137432.0,"Brooklyn, Prospect Heights","(40.6741, -73.96595)",Entire place,115$,4,0.05,269,4.8382601095655975,4.8,2018-02-21
4589,28411594,Private room for rent!,22685487.0,"Queens, Elmhurst","(40.72962, -73.88053000000002)",Private Room,45$,3,0.31,324,4.59436045184755,3.6,2018-12-01
4590,27729476,Spacious bedroom suite in Brooklyn brownstone,209350565.0,"Brooklyn, Crown Heights","(40.67754, -73.94824)",Private Room,90$,52,4.92,0,4.271559389500653,62.4,2018-12-10
4591,28590307,SALA/CAMA PARA MUJERES VIAJERAS (WOMEN ONLY),215778245.0,"Queens, Corona","(40.73888, -73.86618)",Shared room,26$,21,2.58,352,4.154452989714842,25.2,2018-12-26
4592,22045060,MASSIVE 3 Bedroom NOHO LOFT,9522475.0,"Manhattan, East Village","(40.72434000000001, -73.99099)",Entire place,455$,26,1.77,332,4.663243001933856,31.2,2018-11-09
4593,1398609,Perfect home away from home!,7553984.0,"Manhattan, Upper East Side","(40.76893, -73.95966999999997)",Entire place,350$,53,0.79,87,3.0323268147122664,63.6,2018-03-30
4594,23974919,"Charming UWS 1-bedroom, 1 block from Central Park!",25364341.0,"Manhattan, Upper West Side","(40.77669, -73.9789)",Entire place,200$,1,0.07,16,3.715512750784413,1.2,2017-11-20
4595,24474325,25 min to midtown  Manhattan with 7 train.,66808561.0,"Queens, Woodside","(40.74579, -73.8997)",Private Room,60$,6,0.43,0,4.864478391554983,7.1999999999999975,2018-11-27
4596,132516,Forest Hills Apt minutes to midtown Manhattan,85330.0,"Queens, Forest Hills","(40.70925, -73.85262)",Entire place,97$,28,1.21,209,4.968478749375286,33.6,2018-12-26
4597,7202170,Midtown East penthouse studio,37711914.0,"Manhattan, Murray Hill","(40.74882, -73.97788)",Entire place,160$,25,0.53,1,4.554097195452793,30.0,2018-12-25
4598,19661733,Private room at Stella's place,15617507.0,"Bronx, Morris Park","(40.85152, -73.86121)",Private Room,39$,57,2.38,39,4.986575072088346,68.39999999999999,2018-11-01
4599,2471815,"Sunny Master Suite: large bdrm, priv bth, priv liv",12641005.0,"Brooklyn, Bedford-Stuyvesant","(40.6895, -73.95279000000002)",Private Room,95$,171,2.72,137,3.3563003182299163,205.2,2018-12-25
4600,35128367,Magnificent Fort Greene Home- 3 Floors,11742777.0,"Brooklyn, Fort Greene","(40.68647, -73.96959)",Entire place,550$,1,1.0,43,3.2843593598239007,1.2,2018-12-11
4601,33455408,Cozy Place in the Middle of Manhattan,251817021.0,"Manhattan, Hell's Kitchen","(40.76769, -73.98680999999998)",Shared room,95$,4,2.22,19,3.2195906498769236,4.8,2018-12-03
4602,22085782,Large luxury apartment in Tribeca,107955341.0,"Manhattan, Tribeca","(40.71503, -74.00702)",Entire place,400$,5,0.39,0,3.4539488946150136,6.0,2018-10-31
4603,12587102,Spacious Loft in Williamsburg,1623346.0,"Brooklyn, Williamsburg","(40.71468, -73.95841)",Private Room,53$,2,0.14,0,3.676394538508813,2.4,2017-11-15
4604,4961949,Huge Bright 1BR+Office in Downtown Manhattan NYC!,1649951.0,"Manhattan, Lower East Side","(40.72091, -73.98475)",Entire place,300$,57,1.12,168,4.487295044031211,68.39999999999999,2018-12-18
4605,274376,"Private Clinton Hill, Brooklyn Apt",1434931.0,"Brooklyn, Clinton Hill","(40.68156, -73.96537)",Entire place,135$,6,0.13,317,3.3699703029295294,7.1999999999999975,2018-12-19
4606,12814578,Colorful Brooklyn Garden Casita,40332331.0,"Brooklyn, Windsor Terrace","(40.65827, -73.97962)",Entire place,125$,117,3.08,262,3.0440190826842537,140.4,2019-01-02
4607,22881127,Dreamy Sunny Apt in Central Williamsburg,90685499.0,"Brooklyn, Williamsburg","(40.71126, -73.96009000000002)",Entire place,195$,6,0.4,14,4.502111014480074,7.1999999999999975,2018-09-04
4608,13803517,"Large, cozy 'n sweet",80770467.0,"Brooklyn, Bushwick","(40.69306, -73.92106)",Private Room,40$,1,0.03,0,4.374717419024302,1.2,2016-04-01
4609,21428625,Awesome Oasis! 3 stops Away from Manhattan!!!,134428157.0,"Brooklyn, Bedford-Stuyvesant","(40.68602, -73.94368)",Private Room,50$,1,0.06,0,4.0676861447302235,1.2,2017-07-14
4610,16975094,Entire beautiful apartment-Astoria,73541674.0,"Queens, Ditmars Steinway","(40.77319, -73.91686999999997)",Entire place,100$,2,0.07,200,4.4207299726923805,2.4,2018-01-10
4611,13885829,LUXE STUDIO SUITE - Midtown East - 22,80479138.0,"Manhattan, Midtown","(40.75965, -73.96631)",Entire place,140$,12,0.39,68,4.647532269562828,14.4,2018-09-25
4612,7869876,"Entire floor of house Very Private 2BR suite,SUNNY",17382996.0,"Bronx, Port Morris","(40.80247, -73.91435)",Entire place,90$,152,3.25,299,3.1030808774678,182.4,2018-12-25
4613,31292757,NY BROADWAY DOUBLE DOUBLE ROOM,224815152.0,"Manhattan, Hell's Kitchen","(40.75634, -73.99641)",Private Room,249$,6,1.06,89,3.9481027681311076,7.1999999999999975,2018-12-11
4614,7634327,Spacious 2BR Duplex in East Village,9584747.0,"Manhattan, East Village","(40.72178, -73.98212)",Entire place,250$,11,0.24,0,3.846414269976612,13.2,2016-06-30
4615,19171294,"Private bedroom w/desk and fridge, close to JFK",134070513.0,"Queens, Cambria Heights","(40.70133, -73.74212)",Private Room,60$,2,0.17,37,4.932517207766378,2.4,2018-01-21
4616,2457755,Ultimate Luxury Manhattan Apartment,4335080.0,"Manhattan, Hell's Kitchen","(40.76852, -73.98735)",Entire place,150$,94,1.48,215,4.257550967972366,112.8,2018-12-18
4617,10448095,Private Studio in Beautiful Duplex,11742675.0,"Manhattan, Upper East Side","(40.77686, -73.95084)",Private Room,65$,7,0.19,0,3.3800377934518893,8.4,2017-04-26
4618,22191343,Light & Quiet Chelsea One Bedroom,162143245.0,"Manhattan, Chelsea","(40.74587, -73.99889)",Entire place,229$,2,0.11,206,3.3733169657719744,2.4,2018-06-28
4619,13574105,Private Bed-Stuy Flat,21016849.0,"Brooklyn, Bedford-Stuyvesant","(40.69127, -73.95085)",Entire place,150$,40,1.08,327,3.6391352648665882,48.0,2018-11-27
4620,1276554,1 Guest Room in New Condo,6903334.0,"Brooklyn, Brooklyn Heights","(40.70117, -73.99146999999998)",Private Room,200$,3,0.05,0,4.216319300440985,3.6,2015-03-28
4621,30975764,"Walk toTimes Square,Central Park,Museums, Broadway",17450152.0,"Manhattan, Hell's Kitchen","(40.76356, -73.98956)",Entire place,230$,17,4.21,282,3.5165377580070425,20.4,2018-12-18
4622,20652620,Single Bed A in Sharing Room near Grand Central,147402286.0,"Manhattan, Murray Hill","(40.75035, -73.97907)",Shared room,49$,93,4.13,26,4.709003457608032,111.6,2018-12-22
4623,1109092,Beautiful Park Slope 3bdrm Duplex,6088518.0,"Brooklyn, Park Slope","(40.66698, -73.98161999999998)",Entire place,550$,21,0.3,1,3.0785227311618097,25.2,2018-05-23
4624,19619393,"ENTIRE APT | BRIGHT 2 BED | Q, B & PROSPECT PARK",63480384.0,"Brooklyn, Prospect-Lefferts Gardens","(40.65473, -73.96112)",Entire place,115$,4,0.36,86,4.714138712901288,4.8,2018-11-13
4625,15801420,Living excellence- deluxe 2 bedroom apt. in NYC!,30283594.0,"Manhattan, Hell's Kitchen","(40.76626, -73.98338000000003)",Entire place,369$,1,0.06,345,3.2243019637763526,1.2,2017-07-18
4626,2105180,COZY CLEAN BDR 3 MINUTE WALK FROM GRAND CENTRAL,10575680.0,"Manhattan, Murray Hill","(40.74961, -73.97865)",Private Room,89$,10,0.32,0,4.511734066162477,12.0,2016-07-26
4627,2979097,Perfect NYC Flat! Modern!,13347167.0,"Manhattan, Upper East Side","(40.77233, -73.9572)",Entire place,118$,1,0.03,308,4.1627546762312,1.2,2016-08-01
4628,9433088,Relaxing Retreat in Williamsburg,34236533.0,"Brooklyn, Williamsburg","(40.70851, -73.94244)",Private Room,130$,102,2.48,288,3.1439576149651436,122.4,2018-12-26
4629,13762667,"EAST VILLAGE, Tompkins Park, Private Rm + Bathroom",1003394.0,"Manhattan, East Village","(40.7294, -73.98021)",Private Room,110$,12,0.33,0,3.945719171168376,14.4,2016-11-15
4630,27552770,Sunny Cozy Room in Bedstuy,14377035.0,"Brooklyn, Bedford-Stuyvesant","(40.68529, -73.95438)",Private Room,43$,10,1.02,0,4.172040627155488,12.0,2018-12-06
4631,82550,Columbia Castle 2 BR,448312.0,"Brooklyn, Brooklyn Heights","(40.69441, -73.99771)",Entire place,200$,80,0.85,106,4.457997952799024,96.0,2018-12-25
4632,10251768,spacious pretty east harlem apt.,19927798.0,"Manhattan, East Harlem","(40.79366, -73.94059)",Entire place,135$,4,0.11,0,3.762744932899884,4.8,2016-04-07
4633,31898478,Skylit Bedroom In Brooklyn,3734323.0,"Brooklyn, Bushwick","(40.68629, -73.91245)",Private Room,49$,15,2.8,0,4.5440600556350725,18.0,2018-12-17
4634,25227782,Throgsneck Pvt. Room two full beds close manhattan,132669029.0,"Bronx, Throgs Neck","(40.82617, -73.82073000000003)",Private Room,74$,23,1.77,58,3.9881211302267188,27.6,2018-12-30
4635,18535402,Cozy room in Bayside Queens,21250331.0,"Queens, Bayside","(40.75444, -73.76938)",Private Room,38$,86,4.19,346,4.090305583355301,103.2,2018-12-15
4636,33295429,Large room with private bathroom in East Harlem!,159676587.0,"Manhattan, East Harlem","(40.79781, -73.93599)",Private Room,125$,8,2.7,117,3.4562468534965367,9.6,2018-12-28
4637,12408850,1 BR in 2 BR Apt (Upper East Side),67105547.0,"Manhattan, East Harlem","(40.78898, -73.95478)",Private Room,62$,32,0.83,0,3.5230622593546306,38.4,2018-03-28
4638,29359092,Sweet room,217159080.0,"Queens, Elmhurst","(40.74133, -73.88345)",Private Room,41$,44,5.24,123,3.7430480487029856,52.8,2018-12-17
4639,30745771,Quiet Cozy Apartment by the Beach,230046770.0,"Brooklyn, Coney Island","(40.57115, -73.99408000000003)",Entire place,190$,1,0.15,2,3.0915038161208868,1.2,2018-06-21
4640,28226667,BP- BEAUTIFUL COZY  ROOM FOR 2 NEAR MANHATTAN wifi,213208277.0,"Brooklyn, Borough Park","(40.64189, -73.99356999999998)",Private Room,60$,5,0.53,364,3.0465494889680578,6.0,2018-12-26
4641,5319150,"Modern Williamsburg Apt. Comfort, style, ease!",3865502.0,"Brooklyn, Williamsburg","(40.71323, -73.95852)",Entire place,120$,21,0.4,219,4.893243229824232,25.2,2018-09-24
4642,28759034,Large quiet private studio in East Harlem,196536266.0,"Manhattan, East Harlem","(40.80141, -73.93814)",Entire place,75$,3,0.32,161,3.2279296770749752,3.6,2018-05-20
4643,34939305,Sunny East Village Room Across from the Subway,126012313.0,"Manhattan, East Village","(40.72276, -73.98741)",Private Room,78$,7,5.38,1,4.904952884037717,8.4,2018-12-31
4644,993576,Luxury Furnished 1 BR Apartment  UWS,15145088.0,"Manhattan, Upper West Side","(40.78558, -73.97251)",Entire place,172$,4,0.08,346,4.0620196296957465,4.8,2017-09-25
4645,3738756,1 BR Beautiful Central Williamsburg,10675384.0,"Brooklyn, Williamsburg","(40.72037, -73.9596)",Entire place,140$,21,0.38,252,4.995920176762284,25.2,2016-03-10
4646,1871261,Big room only 90. Great location.,9751988.0,"Manhattan, Chelsea","(40.74599, -73.99775)",Private Room,90$,4,0.07,0,3.524407005493273,4.8,2015-06-24
4647,9635607,Suite Oasis - Luxurious & Cozy Apt,49831860.0,"Brooklyn, Canarsie","(40.6424, -73.91275)",Entire place,125$,172,4.01,155,3.620066570702776,206.4,2018-12-18
4648,23580147,Super cozy private room in artist's apartment,66865625.0,"Brooklyn, Bay Ridge","(40.63164, -74.0292)",Private Room,60$,12,0.73,0,3.0539381618873893,14.4,2018-04-25
4649,33828528,Stunning Private Bedroom in Prime NYC/by Columbia!,238321374.0,"Manhattan, Upper West Side","(40.7999, -73.95962)",Private Room,60$,1,1.0,314,4.068783026872279,1.2,2018-12-22
4650,16545876,Astoria Ditmars Bedroom,10028635.0,"Queens, Ditmars Steinway","(40.77549000000001, -73.90786)",Private Room,55$,13,1.13,36,4.1250476022293325,15.6,2018-10-20
4651,6380118,Brooklyn artist apartment,6645134.0,"Brooklyn, Bushwick","(40.70104, -73.91813)",Private Room,42$,5,0.1,298,3.0570584500045648,6.0,2017-02-14
4652,33870501,2 BDR apt in Brownstone Greenpoint Williamsburg,38257294.0,"Brooklyn, Greenpoint","(40.72599, -73.95498)",Private Room,185$,8,5.45,123,4.650223657063668,9.6,2018-12-30
4653,35064797,Prime location West Village private room,10445838.0,"Manhattan, West Village","(40.73435, -74.00392)",Private Room,150$,2,2.0,34,3.7462641825446887,2.4,2018-12-17
4654,8193608,Top location Heart of Manhattan!,10473601.0,"Manhattan, Upper East Side","(40.7734, -73.95832)",Entire place,150$,11,0.24,0,4.020026047036719,13.2,2015-12-05
4655,28208177,法拉盛步行地铁站8分钟带独立卫生间套房,213049308.0,"Queens, Flushing","(40.75501, -73.83315)",Private Room,120$,37,3.85,0,4.89376300640992,44.4,2018-12-05
4656,20857866,Nettie's Brooklyn Dream Space,105828086.0,"Brooklyn, Flatbush","(40.64108, -73.96378)",Private Room,75$,25,1.16,0,3.8728652549491054,30.0,2018-11-14
4657,764052,1 Bedroom Apartment in quiet area.,2618273.0,"Queens, Ditmars Steinway","(40.77466, -73.91807)",Entire place,390$,1,0.03,89,4.222837688151899,1.2,2016-06-23
4658,7726,Hip Historic Brownstone Apartment with Backyard,20950.0,"Brooklyn, Crown Heights","(40.67592, -73.94694)",Entire place,99$,53,4.44,21,3.3053824683089426,63.6,2018-12-17
4659,13299818,Spacious & bright 1 BDR in Gramercy,17265086.0,"Manhattan, Kips Bay","(40.73898, -73.98233)",Entire place,150$,18,0.81,0,3.70056685073506,21.6,2018-11-27
4660,34285510,Perfect 1 Bedroom in Nolita,23831365.0,"Manhattan, NoHo","(40.72492, -73.99495999999998)",Entire place,250$,1,0.79,18,3.3283600353759413,1.2,2018-11-26
4661,16004955,Beautiful Williamsburg Home on the Park,1151840.0,"Brooklyn, Williamsburg","(40.71824, -73.95289)",Entire place,220$,1,0.03,0,4.463593165298941,1.2,2016-06-23
4662,29995362,"Hollis Cove - Queens 1BR Flat Near LGA & JFK, SJU",173990320.0,"Queens, Hollis","(40.71523, -73.76992)",Entire place,100$,44,5.55,310,4.135091100034739,52.8,2018-12-26
4663,28971865,Brooklyn Bedroom - Warm & Cozy Near Subway (1),217642569.0,"Brooklyn, Bedford-Stuyvesant","(40.68591, -73.95044)",Private Room,150$,6,0.75,33,3.464668636007888,7.1999999999999975,2018-09-25
4664,812467,"Vintage Chic Haven in Kensington, Brooklyn",574584.0,"Brooklyn, Kensington","(40.63547, -73.97417)",Private Room,49$,61,0.95,100,4.375461922255869,73.2,2018-12-18
